# # Name,E_Field_X,E_Field_Y,E_Field_Z,Energy,Dipole_Moment_z,Polarizability_zz,Hyperpolarizability_zzz,(From Linear Fit Derivative Order 1 of Column 4 with respect to Column 3 Polynomial Order 2),(From Linear Fit Derivative Order 1 of Column 4 with respect to Column 3 Polynomial Order 3),(From Linear Fit Derivative Order 2 of Column 4 with respect to Column 3 Polynomial Order 3),(From Linear Fit Derivative Order 1 of Column 4 with respect to Column 3 Polynomial Order 4),(From Linear Fit Derivative Order 2 of Column 4 with respect to Column 3 Polynomial Order 4),(From Linear Fit Derivative Order 3 of Column 4 with respect to Column 3 Polynomial Order 4),(From Linear Fit Derivative Order 1 of Column 4 with respect to Column 3 Polynomial Order 5),(From Linear Fit Derivative Order 2 of Column 4 with respect to Column 3 Polynomial Order 5),(From Linear Fit Derivative Order 3 of Column 4 with respect to Column 3 Polynomial Order 5),(From Linear Fit Derivative Order 4 of Column 4 with respect to Column 3 Polynomial Order 5),(From Linear Fit Derivative Order 1 of Column 4 with respect to Column 3 Polynomial Order 6),(From Linear Fit Derivative Order 2 of Column 4 with respect to Column 3 Polynomial Order 6),(From Linear Fit Derivative Order 3 of Column 4 with respect to Column 3 Polynomial Order 6),(From Linear Fit Derivative Order 4 of Column 4 with respect to Column 3 Polynomial Order 6)
lib_bnnt_M062X_Z+8.FChk,0.0,0.0,8.000000000000003e-05,-1286.937609924554,1.60444630381128,365.7222280181342,-1573.175806460551,1.6044772775701717008,1.6044368592641562507,-365.8443295487075403,1.6044418656298861977,-365.7902368650807408,1671.1566064364643664,1.6044437307673418246,-365.81600554339723672,1406.3707100010600304,-1831243.0018785511388,1.6044470828411565886,-365.78941427694152408,857.2085821018275547,-7172201.208745648313
lib_bnnt_M062X_Z+9.FChk,0.0,0.0,9.000000000000003e-05,-1286.937593898429,1.600789156549853,365.7075843485572,-1353.965675075949,1.6008172427459291651,1.6007785154394166355,-365.82443539921555703,1.6007840461560275063,-365.7737242104782252,1631.3743140666629912,1.6007856407364236386,-365.80202892346611918,1389.4007743425365712,-1562744.1298261409984,1.6007892303990403257,-365.78118650529583747,789.80509510782029853,-6296592.365355242154
lib_bnnt_M062X_Z+10.FChk,0.0,0.0,0.0001000000000000001,-1286.937577908829,1.59713214464212,365.6951845933315,-1123.946269773442,1.5971572079216866045,1.5971203705561719154,-365.80454124972357363,1.5971263898196001969,-365.75760937879940746,1591.5920216968613463,1.597127689667957768,-365.78820857794798413,1375.1158274045371255,-1294245.2577737290387,1.5971314570133769085,-365.77358779769545125,731.5148112887336186,-5349560.573761452509
lib_bnnt_M062X_Z+11.FChk,0.0,0.0,0.00011,-1286.937561955795,1.59347524496407,365.6851555529318,-878.7351384791353,1.5934971730974441035,1.5934624246144221746,-365.78464710023159057,1.5934688926423751165,-365.74189237004428799,1551.8097293270603484,1.5934698761334496035,-365.77451765695562672,1363.515869187061984,-1025746.38572132144554,1.5934737568610899516,-365.76652345096120628,683.05196012660248683,-4331105.8339643022164
lib_bnnt_M062X_Z+12.FChk,0.0,0.0,0.00012,-1286.937546039342,1.589818432972125,365.6776965622871,-606.9955488100737,1.5898371382732015678,1.5898046776141673189,-365.7647529507396073,1.5898115506461229341,-365.7265731842128664,1512.027436957258973,1.589812198972903229,-365.7609293106018413,1354.6008996901108211,-757247.5136689113051,1.5898161251018461574,-365.75989161961912266,645.13077110345934045,-3241228.1459637657745
lib_bnnt_M062X_Z+13.FChk,0.0,0.0,0.00013,-1286.937530159389,1.586161681267482,365.6731851399161,-283.5125765493008,1.586177103448959037,1.586147129555407388,-365.74485880124762407,1.5861543598526144524,-365.71165182130514285,1472.2451445874576517,1.5861546572948217342,-365.74741668899942276,1348.370918913683766,-488748.6416165015287,1.5861585579494785753,-365.75358331590040034,618.46547370133844423,-2079927.5097598541306
lib_bnnt_M062X_Z+14.FChk,0.0,0.0,0.0001400000000000001,-1286.937514316106,1.582504957009882,365.6723732438251,145.8779064677585,1.5825170686247164616,1.5824897804381423324,-365.7249646517556406,1.5824973162836203849,-365.69712828132111712,1432.4628522176558449,1.5824972504762069925,-365.73395294226116575,1344.8259268577807778,-220249.76956408847718,1.582501052743409328,-365.74748240974141894,603.7702974022734749,-847203.92535255038365
lib_bnnt_M062X_Z+15.FChk,0.0,0.0,0.0001500000000000001,-1286.937498509352,1.578848216457512,365.6768329284529,798.9705472048149,1.5788570338004739258,1.5788326302623722361,-365.70507050226365733,1.5788404159609115787,-365.6830025642607896,1392.6805598478544697,1.5788399781625598821,-365.72051122049986527,1343.9659235224019438,48249.10248832166326,1.578843608020072782,-365.74146562878373787,601.7594716882985032,456942.60725811721068
lib_bnnt_M062X_Z+16.FChk,0.0,0.0,0.0001600000000000001,-1286.937482739093,1.575191391895201,365.6899582965038,1945.619825823006,1.5751969989762313901,1.5751756790280970599,-365.68517635277167405,1.5751836549062587573,-365.66927467012416003,1352.8982674780530944,1.5751828402678800301,-365.70706467382831595,1345.7909089075472109,316747.9745407318037,1.5751862235843382389,-365.7354025583740959,613.14722604144711204,1832512.0880721616295
lib_bnnt_M062X_Z+17.FChk,0.0,0.0,0.0001700000000000001,-1286.937467005509,1.571534363591935,365.7195382955079,4265.673764485253,1.5715369641519888544,1.5715189267353168033,-365.6652822032796908,1.5715270291414326837,-365.65594459891122853,1313.1159751082517191,1.5715258369746659745,-365.69358645235931257,1350.3008830132165793,585246.8465931419437,1.571528900580933046,-365.72915564156441168,638.6477899437529464,3279504.5170895828737
lib_bnnt_M062X_Z+18.FChk,0.0,0.0,0.0001800000000000001,-1286.937451308523,1.567876884138008,365.7852203561002,9676.265165350636,1.5678769293277463187,1.5678623733840314667,-365.64538805378770753,1.5678705346882041211,-365.643012350621995,1273.3336827384503437,1.5678689687339151266,-365.6800497062056499,1357.4958458394100488,853745.7186455520841,1.567871641565865506,-365.72258017911178354,678.975392877249988,4797919.8943103809424
lib_bnnt_M062X_Z+19.FChk,0.0,0.0,0.0001900000000000001,-1286.937435647975,1.564218375682733,365.9368955967728,21617.37004469621,1.564216894503503783,1.5642060189742410498,-365.62549390429572427,1.5642141675683438321,-365.63047792525645951,1233.5513903686489683,1.5642122362651237685,-365.66642758548012263,1367.3757973861276195,1122244.5906979622246,1.5642144505778478246,-365.71552432947848932,734.8442643239718819,6387758.219734555836
lib_bnnt_M062X_Z+20.FChk,0.0,0.0,0.0002000000000000001,-1286.937420024118,1.560558033047002,366.0700658763677,-15954.32854665544,1.5605568596792612473,1.5605498635059455529,-365.605599754803741,1.5605579238036225802,-365.618341322814622,1193.769097998847593,1.5605556405562870551,-365.65269324029552558,1379.9407376533692913,1390743.462750372365,1.5605573332097190593,-365.70782910883198658,806.9686337659523698,8049019.4933621075556
lib_bnnt_M062X_Z+21.FChk,0.0,0.0,0.0002100000000000001,-1286.93740443684,1.556898711271364,365.8047085184019,-15323.1495955118,1.5568968248550187115,1.5568939069791449757,-365.58570560531175775,1.556901799415811128,-365.60660254329648255,1153.9868056290462177,1.5568991828638990128,-365.6388198207646535,1395.1906666411350644,1659242.3348027825054,1.556900296679868066,-365.6993283910449126,896.06273068522528846,9781703.715193036099
lib_bnnt_M062X_Z+22.FChk,0.0,0.0,0.0002200000000000001,-1286.937388886129,1.553240903742985,365.7795036801956,-6609.412844728035,1.5532367900307761757,1.5532381493938393184,-365.5658114558197745,1.5532457904266802389,-365.5952615867020411,1114.2045132592448424,1.5532428647129525409,-365.62478047700030115,1413.1255843494249385,1927741.2068551926459,1.5532433499036564492,-365.68984890769508433,1002.8407845638243798,11585810.885227341469
lib_bnnt_M062X_Z+23.FChk,0.0,0.0,0.0002300000000000001,-1286.937373371961,1.549584252529847,365.5311259588733,-20682.50332443479,1.54957675520653364,1.5495825907500285808,-365.54591730632779123,1.5495898928580006755,-365.58431845303129767,1074.4222208894434671,1.5495866878969394098,-365.61054835911526323,1433.7454907782389139,2196240.0789076027859,1.5495865035648415092,-365.67921024806549826,1128.0170248837833847,13461341.003465023663
lib_bnnt_M062X_Z+24.FChk,0.0,0.0,0.0002400000000000001,-1286.937357894402,1.545929541057898,365.4491456090701,2620.517101809182,1.5459167203822911043,1.5459272310477127632,-365.52602315683580797,1.5459341027315432012,-365.57377314228425222,1034.6399285196420917,1.5459306544778502625,-365.59609661722233462,1457.0503859275769905,2464738.9509600129263,1.5459297701869991902,-365.6672248591443307,1272.3056811271360448,15408294.069906082681
lib_bnnt_M062X_Z+25.FChk,0.0,0.0,0.0002500000000000001,-1286.9373424534,1.542274511001785,365.6018649244024,27981.13851951112,1.5422566855580485586,1.5422720702868918555,-365.50612900734382463,1.542278416069078569,-365.5636256544609048,994.8576361498406086,1.5422747667861746041,-365.58139840143430996,1483.0402697974392421,2733237.8230124237944,1.5422731642049470189,-365.65369804562493738,1436.4209827759165454,17426670.084550524092
lib_bnnt_M062X_Z+26.FChk,0.0,0.0,0.0002600000000000001,-1286.937327049002,1.538617614739299,365.7004868790741,-6375.991696742899,1.5385966507338060329,1.5386171084675658873,-365.48623485785184142,1.5386228288923775714,-365.55387598956125542,955.07534378003934106,1.5386190274209008513,-365.56642686186398408,1511.7151423878254469,3001736.6950648332072,1.5386167020361671027,-365.63842796990585415,1621.0771593121574872,19516469.047398331193
lib_bnnt_M062X_Z+27.FChk,0.0,0.0,0.0002700000000000001,-1286.937311681021,1.534960474796371,365.7829026944071,24616.61333226062,1.5349366159095634872,1.5349623455897348193,-365.4663407083598581,1.5349673372232109321,-365.544524147585304,915.29305141023785797,1.5349634392495162236,-365.55115514862415166,1543.0750036987359156,3270235.5671172440752,1.5349604021522289675,-365.62120565209079592,1826.9884402178947882,21677690.958449526643
lib_bnnt_M062X_Z+28.FChk,0.0,0.0,0.0002800000000000001,-1286.937296349795,1.531301606081223,365.9125260894847,-16069.4252512113,1.5312765810853209615,1.5313077816533986908,-365.4464465588678749,1.5313119370833494536,-365.53557012853305067,875.5107590404365905,1.5313080054080068914,-365.5355564118276076,1577.1198537301703081,3538734.4391696534876,1.531304285150212656,-365.60181496998865786,2054.8690549751592145,23910335.817704087007
lib_bnnt_M062X_Z+29.FChk,0.0,0.0,0.0002900000000000001,-1286.937281055081,1.527643602956427,365.6881590752078,-19336.32650158286,1.5276165462610784158,1.5276534166585574624,-365.4265524093758916,1.5276566244945638595,-365.5270139324044953,835.7284666706351073,1.5276527293008578184,-365.51960380158714653,1613.8496924821289936,3807233.3112220643561,1.5276483738241315167,-365.58003265911351418,2305.4332330659875114,26214403.625162036491
lib_bnnt_M062X_Z+30.FChk,0.0,0.0,0.0003000000000000001,-1286.937265796876,1.523987515927247,365.5435811306405,-10707.71079964775,1.5239565114368358899,1.5239992506052111736,-365.40665825988390839,1.5240013954786249521,-365.51885555919963797,795.9461743008338398,1.5239976146010529195,-365.5032704680155633,1653.2645199546115741,4075732.1832744737685,1.5239926932363553106,-365.55562831268461946,2579.395203972411157,28589894.380823350119
lib_bnnt_M062X_Z+31.FChk,0.0,0.0,0.0003100000000000001,-1286.937250575254,1.520332541045991,365.4574276078113,-7038.417347881649,1.5202964766125933444,1.5203452834933597848,-365.38676411039192507,1.5203462460573034551,-365.51109500891847862,756.1638819310323566,1.5203426652500749021,-365.48652956122565255,1695.3643361476184765,4344231.0553268846365,1.520337270789033001,-365.52836438162640725,2877.4691971764657996,31036808.084688053641
lib_bnnt_M062X_Z+32.FChk,0.0,0.0,0.0003200000000000001,-1286.937235390199,1.51667828606392,365.3962885142524,-5390.043145007537,1.5166364417883508185,1.5166915153230033358,-365.36686996089994187,1.5166911722523701709,-365.50373228156101732,716.3815895612310891,1.5166878854579054254,-365.4693542313302092,1740.1491410611492445,4612729.9273792940494,1.5166821362955158604,-365.49799617456849127,3200.3694421601828601,33555144.736756120532
lib_bnnt_M062X_Z+33.FChk,0.0,0.0,0.0003300000000000002,-1286.9372202417,1.513024576615009,365.3469793829177,-4557.333444759073,1.5129764069641082331,1.513037946094141747,-365.34697581140795833,1.5130361700855957833,-365.4967673771272539,676.5992971914291747,1.5130332797030249016,-365.45171762844202762,1787.6189346952048932,4881228.7994317078283,1.5130273220517802201,-365.46427185784566413,3548.8101684056039014,36144904.337027606558
lib_bnnt_M062X_Z+34.FChk,0.0,0.0,0.0003400000000000001,-1286.937205129754,1.509371325767658,365.3039707134489,-4083.749637136581,1.5093163721398657471,1.5093845758067751772,-365.32708166191597532,1.5093812355787512141,-365.49020029561718872,636.81700482162833854,1.5093788527324128521,-365.43359290267390335,1837.7737170497833199,5149727.6714841143303,1.5093728629078507759,-365.42693245549790015,3923.5056053947461778,38806086.885502398247
lib_bnnt_M062X_Z+35.FChk,0.0,0.0,0.0003500000000000002,-1286.937190054334,1.505718484657241,365.26475496153,-3778.28628046712,1.5056563373156231617,1.5057314044609034282,-365.3071875124239918,1.5057263647536070279,-365.48403103703082137,597.034712451826424,1.5057246095615473145,-365.4149532041386302,1890.6134881248872436,5418226.543536528109,1.5057187963392229406,-365.38571184927034996,4325.1699826096635535,41538692.382180639852
lib_bnnt_M062X_Z+36.FChk,0.0,0.0,0.0003600000000000001,-1286.937175015379,1.502066022098934,365.2281352529928,-3555.159106028734,1.5019963024913806757,1.502078432056526698,-365.2872933629320088,1.502071553631934186,-365.47825960136815218,557.25242008202558786,1.5020705554744055946,-365.39577168294900392,1946.1382479205137999,5686725.4155889346102,1.5020651625182865461,-365.3403367786133477,4754.517529532368732,44342720.82706218326
lib_bnnt_M062X_Z+37.FChk,0.0,0.0,0.0003700000000000002,-1286.93716001295,1.498413915337282,365.193512517872,-3374.598008293751,1.4983362676671380903,1.4984256585936447886,-365.26739921344002526,1.4984167982355032532,-365.47288598862918088,517.47012771222367333,1.4984166960234634737,-365.37602148921781817,2004.3479964366659984,5955224.28764134839,1.4984120043857479989,-365.29052684068240298,5212.262475644918946,47218172.22014718045
lib_bnnt_M062X_Z+38.FChk,0.0,0.0,0.0003800000000000002,-1286.937145047055,1.494762146272409,365.1605631391549,-3218.265708154773,1.4946762328428955644,1.4947730840722578586,-365.24750506394804206,1.494762094586085151,-365.46791019881390764,477.68783534242240585,1.4947630370296959618,-365.3556757730578686,2065.242733673341359,6223723.1596937578024,1.4947593677220539815,-365.2359944903382093,5699.119050429328763,50165046.561435507905
lib_bnnt_M062X_Z+39.FChk,0.0,0.0,0.0003900000000000002,-1286.937130117708,1.491110699140794,365.1290930401157,-3078.102108183497,1.4910161980186530189,1.4911207084923658284,-365.22761091445605874,1.4911074387054505633,-365.46333223192233242,437.90554297262092276,1.4911095845825767034,-365.3347076845819496,2128.8224596305411582,6492222.031746168671,1.4911073012188138052,-365.17644504014663673,6215.8014833676400097,53183343.85092722835
lib_bnnt_M062X_Z+40.FChk,0.0,0.0,0.0004000000000000002,-1286.937115224877,1.487459559979549,365.0989577975294,-2950.988459197989,1.487356163194410493,1.487468531853968738,-365.20771676496407554,1.4874528266153702927,-365.45915208795445522,398.12325060281965527,1.487456345040078334,-365.31309037390285605,2195.0871743082647067,6760720.9037985780833,1.4874558565502227155,-365.1115766603787367,6763.0240039418842564,56273064.088622309067
lib_bnnt_M062X_Z+41.FChk,0.0,0.0,0.0004100000000000002,-1286.937100368587,1.483808715958231,365.0700328702823,-2836.097173263625,1.4836961283701679474,1.4838165541570665475,-365.18782261547209222,1.4837982543376150626,-365.45536976691027603,358.34095823301817207,1.4838033250286722816,-365.29079699113338256,2264.0368777065127226,7029219.775850988951,1.4838050884444846431,-365.04108037901073908,7341.5008416340982125,59434207.27452078355
lib_bnnt_M062X_Z+42.FChk,0.0,0.0,0.0004200000000000002,-1286.937085548725,1.480158155659194,365.0422108949611,-2733.543582379915,1.4800360935459254216,1.4801647754016592967,-365.16792846598010902,1.4801437178939556755,-365.45198526878979486,318.5586658632169046,1.4801505314433289256,-365.26780068638632404,2335.6715698252844589,7297718.647903398364,1.4801550547552353087,-364.96464008172405483,7951.946225926311085,62666773.408622617528
lib_bnnt_M062X_Z+43.FChk,0.0,0.0,0.0004300000000000002,-1286.937070765372,1.476507868843066,365.01531973147,-2643.701607830439,1.4763760587216828759,1.476513195587746946,-365.1480343164881257,1.4764892133061628549,-365.4489985935930117,278.7763734934154214,1.4764979714475174385,-365.24407460977447512,2409.9912506645806916,7566217.5199558092318,1.4765058165329650146,-364.88193251190527278,8595.074386300561178,65970762.490927846047
lib_bnnt_M062X_Z+44.FChk,0.0,0.0,0.0004400000000000002,-1286.937056018488,1.472857846488642,364.9892776891457,-2566.808562778653,1.4727160238974403502,1.472861814715329535,-365.1281401669961425,1.4728347365960074036,-365.44640974131992656,238.9940811236141539,1.4728456524732059435,-365.21959191141063067,2486.9959202244006156,7834716.392008218645,1.4728574380964417499,-364.7926272706461633,9271.59955223887918,69346174.521436433286
lib_bnnt_M062X_Z+45.FChk,0.0,0.0,0.0004500000000000002,-1286.937041308162,1.469208080963677,364.9639405408951,-2502.790353967529,1.4690559890731978045,1.4692106327844070237,-365.10824601750415916,1.4691802837852600447,-365.44421871197053941,199.21178875381267082,1.469193582220861357,-365.19432574140758535,2566.6855785047450653,8103215.2640606295126,1.4692099871041339815,-364.69638681674367478,9982.235953223301914,72793009.50014841584
lib_bnnt_M062X_Z+46.FChk,0.0,0.0,0.0004600000000000002,-1286.937026634359,1.465558565800911,364.9391806732577,-2451.157082975049,1.4653959542489552786,1.4655596497949794523,-365.08835186801217595,1.4655258508956915811,-365.4424255055448503,159.42949638401140333,1.465541768659449547,-365.16824924987813403,2649.060225505613177,8371714.136113038925,1.4655635346256337595,-364.5928664666999369,10727.697818735858471,76311267.42706375635
lib_bnnt_M062X_Z+47.FChk,0.0,0.0,0.0004700000000000002,-1286.937011997004,1.461909295811812,364.9148789095684,-2410.974766229746,1.4617359194247127331,1.461908865747046781,-365.06845771852019264,1.4618714339490727361,-365.44103012204285919,119.64720401420992013,1.4618902200264351737,-365.1413355869350713,2734.1198612270058437,8640213.0081654497935,1.4619181552130795082,-364.48171439472225697,11508.699378258588812,79900948.302182492946
lib_bnnt_M062X_Z+48.FChk,0.0,0.0,0.0004800000000000002,-1286.936997396128,1.458260267007369,364.8909274282869,-2380.89365662755,1.4580758846004702072,1.4582582806406090491,-365.04856356902820944,1.4582170289671743122,-365.4400325614645661,79.86491164440865265,1.458238944827781849,-365.1135579026911922,2821.8644856689221432,8908711.880217859206,1.4582739269725791319,-364.36257163272312454,12325.954861273518889,83562052.125504586715
