# Name,Electric_Field_Direction_Z,Energy,Dipole_Moment,Polarizability,Hyperpolarizability,Energy_derivative_ord1_n_points_3,Energy_derivative_ord1_n_points_5
lib_bnnt_M062X_Z-12.FChk,-0.00012,-1286.93859736972,1.677396171868119,367.0031861302678,-450.2465834385842,1.6773916500012474322,1.6773904083315174349
lib_bnnt_M062X_Z-11.FChk,-0.00011,-1286.938580614177,1.673726159612458,366.9995272467723,-290.1997550901143,1.6737220999985149562,1.6737219916620270274
lib_bnnt_M062X_Z-10.FChk,-0.0001000000000000001,-1286.938563895278,1.670056176962662,366.9971631155294,-195.9495214157231,1.670053199998011083,1.6700520999964397713
lib_bnnt_M062X_Z-9.FChk,-9.000000000000003e-05,-1286.938547213113,1.666386214699849,366.9952892124908,-197.2134359858068,1.6663909000014241771,1.6663920750031867315
lib_bnnt_M062X_Z-8.FChk,-8.000000000000003e-05,-1286.93853056746,1.662716273174183,366.9928074833204,-321.6523038634045,1.6627215499998031497,1.6627231666630878738
lib_bnnt_M062X_Z-7.FChk,-7.000000000000004e-05,-1286.938513958682,1.659046365011623,366.9883753214039,-589.9065006200494,1.6590424999962628461,1.6590404749957252226
lib_bnnt_M062X_Z-6.FChk,-6.000000000000002e-05,-1286.93849738661,1.655376517062058,366.9805017297341,-1009.897373653318,1.6553756000015072725,1.6553759833356124717
lib_bnnt_M062X_Z-5.FChk,-5.000000000000002e-05,-1286.93848085117,1.651706771380149,366.9677010876303,-1572.092432750228,1.6517064000021174123,1.6517060666696816847
lib_bnnt_M062X_Z-4.FChk,-4.000000000000002e-05,-1286.938464352482,1.648037183887457,366.9486793217562,-2247.884442832631,1.6480392000028916368,1.6480401000042613634
lib_bnnt_M062X_Z-3.FChk,-3.000000000000001e-05,-1286.938447890386,1.644367821717267,366.9225126530059,-2992.606300140345,1.6443666000010014092,1.6443659916644721103
lib_bnnt_M062X_Z-2.FChk,-2.000000000000001e-05,-1286.93843146515,1.640698758946479,366.8887752969212,-3752.989314844663,1.6406976499960797293,1.6406966416637731891
lib_bnnt_M062X_Z-1.FChk,-1e-05,-1286.938415076433,1.6370300711506,366.8475759302172,-4476.798615348313,1.6370347499961023001,1.637036783331639281
lib_bnnt_M062X_Z+0.FChk,0.0,-1286.938398724455,1.633361830376473,366.7995053941959,-5121.423005882429,1.6333596499995549408,1.6333583416674086156
lib_bnnt_M062X_Z+1.FChk,1e-05,-1286.93838240924,1.629694100865482,366.7455067771571,-5658.89181984281,1.6296924000014352668,1.6296921166651178957
lib_bnnt_M062X_Z+2.FChk,2.000000000000001e-05,-1286.938366130607,1.626026936239389,366.6867279469058,-6076.676584609559,1.6260268500045692354,1.6260268833371651781
lib_bnnt_M062X_Z+3.FChk,3.000000000000001e-05,-1286.938349888703,1.622360378292589,366.6243715955986,-6375.240492518994,1.6223611000010225632,1.6223600750014928658
lib_bnnt_M062X_Z+4.FChk,4.000000000000002e-05,-1286.938333683385,1.618694456866202,366.5595887330329,-6564.073663825472,1.6187015000002079387,1.6187039333324473468
lib_bnnt_M062X_Z+5.FChk,5.000000000000002e-05,-1286.938317514673,1.615029191090602,366.4934070534185,-6657.707483047377,1.6150273000004043766,1.6150261166691935799
lib_bnnt_M062X_Z+6.FChk,6.000000000000002e-05,-1286.938301382839,1.611364590447925,366.4266971813043,-6672.531135028575,1.6113601999989648224,1.6113585416634588691
lib_bnnt_M062X_Z+7.FChk,7.000000000000004e-05,-1286.938285287469,1.607700656515066,366.3601652517324,-6624.666432626829,1.6077030499994663975,1.607704341667165123
lib_bnnt_M062X_Z+8.FChk,8.000000000000003e-05,-1286.938269228778,1.604037384701117,366.2943635682198,-6528.761255180863,1.6040381499993204637,1.6040382083350641067
lib_bnnt_M062X_Z+9.FChk,9.000000000000003e-05,-1286.938253206706,1.600374765438146,366.2297078803143,-6397.458057471951,1.6003729000013565354,1.6003722166664863653
lib_bnnt_M062X_Z+10.FChk,0.0001000000000000001,-1286.93823722132,1.596712785763064,366.1664975065478,-6241.273611864269,1.5967117500015498573,1.5967115416672741006
lib_bnnt_M062X_Z+11.FChk,0.00011,-1286.938221272471,1.593051429950191,366.1049373009573,-6068.722818666342,1.5930518500018030299,1.5930523499999940284
lib_bnnt_M062X_Z+12.FChk,0.00012,-1286.938205360283,1.58939068099172,366.0451548949798,-5886.540249076944,1.5893889499962730959,1.5893882499978805122
lib_bnnt_M062X_Z+13.FChk,0.00013,-1286.938189484692,1.585730520712409,365.9872209864655,-5699.938898290125,1.5857302499977361602,1.5857302916644062744
lib_bnnt_M062X_Z+14.FChk,0.0001400000000000001,-1286.938173645678,1.582070930360129,365.9311580764637,-5512.870476834975,1.5820712999992102381,1.5820710583332637246
lib_bnnt_M062X_Z+15.FChk,0.0001500000000000001,-1286.938157843266,1.578411891313946,365.8769549462322,-5328.259577448697,1.5784138000018986633,1.5784143416704605194
lib_bnnt_M062X_Z+16.FChk,0.0001600000000000001,-1286.938142077402,1.574753385242867,365.8245768723926,-5148.201799064244,1.5747530500043181822,1.5747530500070937398
lib_bnnt_M062X_Z+17.FChk,0.0001700000000000001,-1286.938126348205,1.571095394006812,365.7739708250359,-4974.147226965143,1.571092299995635471,1.5710908916638509461
lib_bnnt_M062X_Z+18.FChk,0.0001800000000000001,-1286.938110655556,1.567437900065745,365.7250713856734,-4807.038119723605,1.567439999999864369,1.5674410999968097515
lib_bnnt_M062X_Z+19.FChk,0.0001900000000000001,-1286.938094999405,1.563780887006284,365.677805431587,-4647.428825746915,1.5637811000002165116,1.5637813499965364533
lib_bnnt_M062X_Z+20.FChk,0.0002000000000000001,-1286.938079379934,1.560124338767594,365.6320963006257,-4495.580594919853,1.5601207000004445436,1.56011889167010722
lib_bnnt_M062X_Z+21.FChk,0.0002100000000000001,-1286.938063796991,1.556468240134182,365.5878674061613,-4351.536727234316,1.5564711499993498626,1.556472291664815731
lib_bnnt_M062X_Z+22.FChk,0.0002200000000000001,-1286.938048250511,1.552812576788533,365.5450408082969,-4215.184275222537,1.552814749999908856,1.552814658333419642
lib_bnnt_M062X_Z+23.FChk,0.0002300000000000001,-1286.938032740696,1.549157334918553,365.5035394079004,-4086.301133480234,1.5491589000049542489,1.5491590666734850773
lib_bnnt_M062X_Z+24.FChk,0.0002400000000000001,-1286.938017267333,1.545502501765151,365.4632902410767,-3964.58950081179,1.5455020499988146711,1.5455018833339845861
lib_bnnt_M062X_Z+25.FChk,0.0002500000000000001,-1286.938001830655,1.541848065172293,365.4242241002664,-3849.704243901999,1.5418461999983089488,1.5418454833289924644
lib_bnnt_M062X_Z+26.FChk,0.0002600000000000001,-1286.937986430409,1.538194013567928,365.3862745670098,-3741.275726880167,1.538194649997048787,1.5381951666661636861
lib_bnnt_M062X_Z+27.FChk,0.0002700000000000001,-1286.937971066762,1.534540336175148,365.3493786571578,-3638.923027248932,1.5345399999977525761,1.5345393166656579638
lib_bnnt_M062X_Z+28.FChk,0.0002800000000000001,-1286.937955739609,1.530887022734937,365.3134775622383,-3542.267309700668,1.5308894500021262699,1.5308897583397409697
lib_bnnt_M062X_Z+29.FChk,0.0002900000000000001,-1286.937940448973,1.527234063483892,365.2785161493771,-3450.938495272711,1.5272370500030162249,1.527237975000132165
lib_bnnt_M062X_Z+30.FChk,0.0003000000000000001,-1286.937925194868,1.523581449403656,365.2444418716609,-3364.58276197695,1.5235790999990060787,1.5235783333289453086
lib_bnnt_M062X_Z+31.FChk,0.0003100000000000001,-1286.937909977391,1.519929171836672,365.211208321859,-3282.862584606568,1.5199257499987072073,1.5199244249956369816
lib_bnnt_M062X_Z+32.FChk,0.0003200000000000001,-1286.937894796353,1.516277222627843,365.1787703707071,-3205.465097935322,1.5162803500001611897,1.5162824833344111844
lib_bnnt_M062X_Z+33.FChk,0.0003300000000000002,-1286.937879651784,1.512625593928398,365.1470858256436,-3132.098751171818,1.5126221500017120036,1.5126209333388304501
lib_bnnt_M062X_Z+34.FChk,0.0003400000000000001,-1286.93786454391,1.508974278499012,365.116115661234,-3062.496177240677,1.5089712500026956121,1.5089703333405790294
lib_bnnt_M062X_Z+35.FChk,0.0003500000000000002,-1286.937849472359,1.505323269369643,365.0858238912623,-2996.412384992383,1.5053258499986440175,1.5053267999998328439
lib_bnnt_M062X_Z+36.FChk,0.0003600000000000001,-1286.937834437393,1.501672559935859,365.0561761119546,-2933.627356004225,1.5016747499985010019,1.50167438333161896
lib_bnnt_M062X_Z+37.FChk,0.0003700000000000002,-1286.937819438864,1.498022143758892,365.0271416457322,-2873.941060065835,1.4980258499996955575,1.4980271000007241688
lib_bnnt_M062X_Z+38.FChk,0.0003800000000000002,-1286.937804476876,1.494372015103918,364.998687444378,-2817.176274649506,1.4943694500002545509,1.4943686250027768106
lib_bnnt_M062X_Z+39.FChk,0.0003900000000000002,-1286.937789551475,1.490722168174929,364.9707885840038,-2763.174703335501,1.4907180000023333323,1.4907172083402270922
lib_bnnt_M062X_Z+40.FChk,0.0004000000000000002,-1286.937774662516,1.487072597605904,364.9434150230143,-2711.795785498762,1.4870712999992540153,1.4870713249996261582
lib_bnnt_M062X_Z+41.FChk,0.0004100000000000002,-1286.937759810049,1.483423298180343,364.9165442033425,-2662.914217669686,1.4834244499994929564,1.4834243749965261561
lib_bnnt_M062X_Z+42.FChk,0.0004200000000000002,-1286.937744994027,1.479774265100855,364.8901639019119,-2616.417836548276,1.4797780500008793536,1.4797786833387059813
lib_bnnt_M062X_Z+43.FChk,0.0004300000000000002,-1286.937730214488,1.476125493700082,364.8642085244655,-2572.214191035813,1.4761278499975104452,1.4761284249958926864
lib_bnnt_M062X_Z+44.FChk,0.0004400000000000002,-1286.93771547147,1.472476979509999,364.8386979480616,-2530.205538815264,1.4724741999982969748,1.4724733583335960772
lib_bnnt_M062X_Z+45.FChk,0.0004500000000000002,-1286.937700765004,1.468828718320211,364.8135973022953,-2490.309130592131,1.4688255999983911202,1.4688246916647975938
lib_bnnt_M062X_Z+46.FChk,0.0004600000000000002,-1286.937686094958,1.465180706375682,364.7888848233012,-2452.443417397074,1.4651824500000464236,-1.0
lib_bnnt_M062X_Z+47.FChk,0.0004700000000000002,-1286.937671461355,1.461532939454919,364.7645417771284,-2416.525208190387,-1.0,-1.0
lib_bnnt_M062X_Z+48.FChk,0.0004800000000000002,-1286.937656864273,1.457885414267844,364.7405482124769,-2382.468152023041,1.4615342500023941111,1.4651832916684480646
